Id,Values_code,Values_Hour01,Values_Hour02,Values_Hour03,Values_Hour04,Values_Hour05,Values_Hour06,Values_Hour07,Values_Hour08,Values_Hour09,Values_Hour10,Values_Hour11,Values_Hour12,Values_Hour13,Values_Hour14,Values_Hour15,Values_Hour16,Values_Hour17,Values_Hour18,Values_Hour19,Values_Hour20,Values_Hour21,Values_Hour22,Values_Hour23,Values_Hour24,Date
Sistema,Sistema,4424649.68000,4332884.38000,4308912.33000,4355075.43000,4679397.70000,5444703.34000,5729690.50000,5983620.83000,6359177.19000,6627982.67000,6834344.33000,6975057.18000,6724527.56000,6659682.39000,6744306.91000,6781989.93000,6798520.13000,6867240.02000,7870513.48000,8221019.50000,7769271.77000,7088248.96000,6142204.96000,5302552.20000,2007-08-27
Sistema,Sistema,4941465.04000,4760620.28000,4667572.87000,4685528.76000,5077761.57000,5808047.38000,5960226.36000,6173973.42000,6552391.17000,6780617.99000,6979652.14000,7098434.26000,6746904.46000,6714945.49000,6825621.51000,6803840.38000,6776644.48000,7013365.30000,8002523.15000,8218104.47000,7902531.28000,7173981.35000,6107197.04000,5287206.47000,2007-08-28
Sistema,Sistema,4995323.55000,4860185.26000,4766878.43000,4790369.86000,5065102.34000,5790722.01000,5989527.17000,6174029.72000,6512812.54000,6713135.87000,6967235.24000,7123395.98000,6778820.24000,6670800.91000,6754160.69000,6805386.66000,6876282.53000,7009116.96000,7915451.80000,8017825.06000,7515577.41000,6751628.96000,5827310.96000,5100581.11000,2007-08-29
Sistema,Sistema,4848979.66000,4717769.33000,4641852.78000,4692387.97000,5024605.73000,5719773.25000,6014202.54000,6148971.42000,6467652.26000,6695035.62000,6902200.04000,6991074.55000,6704828.89000,6625470.71000,6704845.64000,6601454.40000,6731610.49000,6864499.70000,7924132.74000,8147202.79000,7724726.11000,7052633.72000,6195852.47000,5381882.74000,2007-08-30
Sistema,Sistema,4975116.36000,4818276.08000,4744256.05000,4774404.19000,5065991.47000,5720887.19000,5850884.76000,5964825.74000,6327437.46000,6535214.76000,6739018.67000,6935324.82000,6616369.21000,6529223.88000,6651046.36000,6687244.88000,6645097.60000,6736835.36000,7771338.44000,7966987.82000,7447688.72000,6935714.25000,6170519.01000,5323911.04000,2007-08-31
Sistema,Sistema,4811370.71000,4582286.15000,4440087.23000,4445550.72000,4594315.58000,4789430.47000,4981675.38000,5415285.31000,6009617.02000,6262441.30000,6482219.42000,6644546.16000,6542117.88000,6271816.25000,6092156.72000,5999906.77000,5936491.79000,6026435.35000,7230431.26000,7503808.35000,7172875.20000,6659294.77000,5982245.17000,5351276.52000,2007-09-01
Sistema,Sistema,4868675.05000,4572773.73000,4339456.54000,4243264.47000,4225137.63000,4299880.09000,4234008.01000,4570538.82000,4974097.82000,5261443.99000,5435852.57000,5529457.64000,5532255.02000,5408758.28000,5214149.16000,5118042.59000,5101789.42000,5395931.56000,6701197.58000,7156439.33000,6903598.18000,6305331.06000,5499662.94000,4794544.81000,2007-09-02
Sistema,Sistema,4515119.58000,4369881.76000,4283124.48000,4329704.10000,4626426.58000,5358876.52000,5596234.12000,5854650.53000,6231907.22000,6479757.64000,6774330.38000,6891721.96000,6589678.41000,6520977.19000,6510571.31000,6535880.03000,6638012.00000,6782658.19000,7827774.56000,8105735.71000,7621051.53000,6842171.07000,5872625.56000,4987156.55000,2007-09-03
Sistema,Sistema,4795949.92000,4692120.06000,4518504.68000,4617936.77000,4962456.55000,5757894.69000,6010839.34000,6217484.02000,6386717.44000,6525909.01000,6781814.14000,6858664.28000,6583459.27000,6468519.09000,6509938.57000,6540433.80000,6590403.02000,6739561.83000,7919504.60000,8202283.78000,7698006.46000,6910840.59000,6002259.61000,5283282.89000,2007-09-04
Sistema,Sistema,4890993.26000,4764398.19000,4705295.02000,4726089.36000,5033662.49000,5805547.16000,6102178.78000,6114663.30000,6330910.64000,6496930.98000,6715938.53000,6884244.68000,6626315.00000,6510704.03000,6586834.21000,6642387.42000,6673643.26000,6717934.96000,7981252.11000,8234122.08000,7834635.48000,7011933.69000,6199580.59000,5298008.98000,2007-09-05
Sistema,Sistema,4749840.30000,4593339.04000,4511139.45000,4502170.85000,4839279.28000,5584895.13000,5787554.05000,5972258.17000,6341308.85000,6555733.96000,6773420.10000,6894687.68000,6618648.85000,6529931.82000,6617384.83000,6650362.76000,6657983.73000,6775996.54000,8014575.92000,8195053.14000,7683131.72000,6928172.78000,6068181.10000,5213619.59000,2007-09-06
Sistema,Sistema,4929975.56000,4815992.65000,4758103.70000,4799480.20000,5110198.13000,5851169.55000,6084149.53000,6143453.58000,6466922.15000,6651913.33000,6882290.72000,7047722.37000,6749046.94000,6639017.48000,6761258.59000,6775304.92000,6745473.88000,6873180.20000,7998161.72000,8166768.33000,7679340.47000,6922383.12000,6323758.84000,5558534.87000,2007-09-07
Sistema,Sistema,5131411.65000,4967150.72000,4841089.28000,4787348.18000,4946600.53000,5140381.35000,5347327.87000,5808276.72000,6250091.96000,6506300.46000,6708581.18000,6860805.72000,6694581.59000,6265935.54000,6205010.70000,6143194.78000,6050773.77000,6342439.82000,7572481.23000,7772628.88000,7339722.21000,6867898.85000,6116974.67000,5458037.02000,2007-09-08
Sistema,Sistema,5050048.20000,4834256.38000,4676376.57000,4603187.26000,4623322.78000,4665485.30000,4637411.16000,4925774.14000,5293345.74000,5534162.02000,5631675.27000,5680188.70000,5715964.83000,5536345.92000,5391099.07000,5212114.70000,5176519.01000,5499049.70000,6733518.15000,7096509.73000,6905386.89000,6388103.05000,5645127.77000,5034367.03000,2007-09-09
Sistema,Sistema,4691956.31000,4584122.54000,4529034.41000,4524780.83000,4856422.57000,5646053.05000,5916418.98000,6135443.43000,6545683.12000,6815527.75000,7087677.19000,7221044.68000,6936550.42000,6877590.18000,6935521.21000,6990107.75000,6919999.94000,6988140.78000,8056588.22000,8274945.57000,7852785.39000,7131884.63000,6191238.21000,5435211.96000,2007-09-10
Sistema,Sistema,5013868.73000,4845024.00000,4766459.69000,4763972.33000,5102693.20000,5852219.79000,6047652.90000,6247536.99000,6575116.86000,6722803.43000,7010789.45000,7234851.10000,6957266.55000,6916969.60000,6958757.78000,6978687.81000,6883398.05000,7025981.82000,8166276.84000,8319166.12000,7837088.55000,7060439.10000,6262400.74000,5534010.61000,2007-09-11
Sistema,Sistema,5052347.67000,4869256.27000,4793411.03000,4866478.08000,5119736.99000,5855059.14000,6053173.94000,6245718.22000,6704049.88000,6889112.77000,7123440.60000,7237714.72000,6947895.63000,6834593.46000,6984109.07000,6961480.37000,6974175.82000,7075306.41000,8197584.21000,8356776.46000,8006277.87000,7337966.67000,6286088.18000,5529647.14000,2007-09-12
Sistema,Sistema,5124078.07000,4989633.43000,4901556.70000,4901332.41000,5265148.06000,5997808.11000,6286614.69000,6430154.89000,6781651.38000,7003578.63000,7207425.37000,7230778.96000,6948957.99000,6796135.96000,6897910.87000,6915397.23000,6786963.98000,7068812.54000,8046682.09000,8110881.56000,7635596.16000,7101221.47000,6287036.63000,5458232.15000,2007-09-13
Sistema,Sistema,5057624.40000,4877710.06000,4798179.01000,4840388.63000,5136299.30000,5852855.37000,6135793.96000,6331233.17000,6714011.23000,6937651.11000,7172959.08000,7123739.54000,6961450.58000,6880240.44000,6994816.27000,7019597.71000,6837724.59000,7063453.65000,8062317.55000,8123641.75000,7728128.14000,7094417.41000,6329697.16000,5548317.06000,2007-09-14
Sistema,Sistema,5167610.43000,4951228.30000,4852186.25000,4806676.27000,4970862.70000,5189979.86000,5434965.47000,5885876.39000,6369770.43000,6644021.40000,6821890.03000,6819090.58000,6687482.90000,6429301.73000,6232962.53000,6130269.43000,6027305.22000,6341166.40000,7449781.93000,7493484.10000,7096013.44000,6489370.22000,5764516.16000,5230104.05000,2007-09-15
Sistema,Sistema,4891102.57000,4657942.77000,4557931.83000,4489458.86000,4406131.33000,4485109.27000,4484783.68000,4777474.97000,5102862.87000,5286489.06000,5454782.92000,5654493.70000,5642103.71000,5480477.55000,5309878.29000,5226118.29000,5166436.32000,5515168.05000,6786276.88000,7085006.83000,6832631.71000,6206816.66000,5351367.01000,4710130.48000,2007-09-16
Sistema,Sistema,4397071.05000,4288673.81000,4189167.22000,4224569.14000,4584784.74000,5337508.09000,5545433.78000,5820733.61000,6203771.97000,6421363.26000,6868517.63000,7068034.28000,6805409.29000,6736015.29000,6853816.11000,6718524.70000,6620755.64000,6748146.64000,7906198.70000,8071038.48000,7692137.91000,6982874.39000,6030862.06000,5142569.81000,2007-09-17
Sistema,Sistema,4917612.62000,4786090.70000,4727327.88000,4743524.41000,5063448.06000,5779207.37000,6002674.55000,6193247.65000,6607115.77000,6771837.52000,7063626.81000,7217858.01000,6731383.32000,6789511.86000,6837387.43000,6989438.07000,6939895.89000,7022833.97000,8180391.65000,8328472.95000,7937533.27000,7233538.09000,6356588.82000,5521101.36000,2007-09-18
Sistema,Sistema,5082832.08000,4932155.50000,4869884.63000,4918412.74000,5225145.84000,5976563.45000,6203239.95000,6353402.09000,6731637.44000,6949255.93000,7236550.03000,7326418.32000,7021601.52000,6921880.69000,7002029.18000,7034074.46000,6958156.87000,7205236.60000,8182890.29000,8209766.77000,7798253.91000,7100182.68000,6242572.58000,5403580.11000,2007-09-19
Sistema,Sistema,5012555.10000,4856263.91000,4804344.23000,4843803.32000,5150779.93000,5873506.64000,6113328.27000,6296161.45000,6729518.82000,6856646.32000,7023872.48000,7134901.93000,6829509.53000,6749915.46000,6892359.21000,6974670.74000,6833641.91000,7059603.19000,8156105.17000,8282021.96000,7841061.05000,7174865.87000,6123535.66000,5242175.99000,2007-09-20
Sistema,Sistema,4810411.65000,4686045.54000,4609202.08000,4626036.90000,4909938.10000,5583575.88000,5858977.76000,6107803.60000,6509839.57000,6763624.50000,6872967.89000,7056909.63000,6776084.79000,6705045.91000,6836250.36000,6837433.01000,6808829.27000,7010542.43000,8143849.71000,8184455.44000,7753351.28000,7079031.87000,6214382.11000,5425657.94000,2007-09-21
Sistema,Sistema,4985429.47000,4794513.66000,4697842.47000,4681906.25000,4855327.23000,5046994.36000,5253396.46000,5728586.26000,6200718.08000,6472634.95000,6658102.96000,6781919.94000,6598280.32000,6281490.48000,6076795.41000,5993986.39000,5939812.35000,6273079.70000,7571226.62000,7660398.62000,7287170.40000,6647932.42000,5917686.38000,5333061.98000,2007-09-22
Sistema,Sistema,4904276.90000,4627317.79000,4478767.04000,4432261.24000,4435223.85000,4411881.40000,4441349.45000,4707807.65000,5043894.27000,5279286.18000,5448272.70000,5607173.91000,5600825.18000,5445621.60000,5309582.71000,5216055.66000,5223554.52000,5620571.13000,6906977.91000,7129799.36000,6848882.21000,6200083.15000,5528103.37000,4971660.85000,2007-09-23
Sistema,Sistema,4678214.46000,4547165.87000,4434981.33000,4462529.37000,4814022.82000,5457469.29000,5698764.99000,5914427.04000,6344963.15000,6631893.80000,6933363.30000,7043868.15000,6732068.02000,6568908.08000,6689747.96000,6754574.92000,6773216.10000,7045577.46000,8233891.85000,8227965.32000,7784694.74000,6945166.60000,6000602.69000,5279066.19000,2007-09-24
Sistema,Sistema,4902167.72000,4769160.23000,4692894.26000,4724736.33000,5015563.87000,5713840.90000,5889779.51000,6073422.26000,6428659.15000,6580310.37000,6838645.36000,6940911.99000,6681744.46000,6582244.23000,6659401.10000,6713604.41000,6765527.92000,7085657.42000,8154193.10000,8128906.05000,7769314.05000,6876177.93000,5950977.62000,5161871.92000,2007-09-25
Sistema,Sistema,4712370.08000,4610215.96000,4482653.20000,4532094.97000,4872859.16000,5600147.11000,5830560.90000,5985478.92000,6357689.68000,6566342.48000,6775170.78000,6870726.50000,6559692.60000,6477011.73000,6629483.01000,6671145.97000,6688013.83000,7035836.45000,8053546.65000,8076079.34000,7543398.93000,6791765.32000,5958295.61000,5148551.73000,2007-09-26
Sistema,Sistema,4721665.57000,4567720.93000,4486182.51000,4529549.43000,4866632.67000,5540509.32000,5743588.34000,5951315.30000,6316283.52000,6554060.33000,6791986.75000,6927632.10000,6614319.39000,6504414.88000,6621435.15000,6658925.52000,6662826.58000,6902257.38000,8037632.16000,8106343.83000,7700354.61000,7015592.29000,6137394.70000,5316412.65000,2007-09-27
Sistema,Sistema,4850993.28000,4631462.21000,4559562.30000,4602518.76000,4889877.27000,5586604.55000,5798478.11000,6016631.71000,6463237.29000,6681803.05000,6886022.27000,7023597.18000,6745166.47000,6664721.83000,6757273.35000,6743956.20000,6650642.87000,6885190.99000,8175510.68000,8181932.03000,7691082.50000,7050750.70000,6295055.81000,5559243.69000,2007-09-28
Sistema,Sistema,5037254.66000,4794970.60000,4682430.61000,4657828.18000,4790318.03000,5035334.65000,5233576.92000,5677629.72000,6136150.98000,6366661.90000,6579158.84000,6695583.27000,6506111.62000,6273931.37000,6029586.43000,5999089.60000,5961952.34000,6330657.71000,7530767.52000,7567823.10000,7201919.53000,6622108.04000,5815414.75000,5239347.99000,2007-09-29
Sistema,Sistema,4936800.14000,4718921.76000,4596175.13000,4530021.81000,4554602.12000,4569247.18000,4459139.06000,4755239.28000,5110711.27000,5319146.61000,5445595.17000,5534499.90000,5492406.55000,5354797.80000,5187744.27000,5134663.90000,5106456.98000,5523354.79000,6848992.88000,7029633.33000,6762535.23000,6112304.04000,5344916.61000,4765244.00000,2007-09-30
Sistema,Sistema,4456113.62000,4288479.58000,4251490.45000,4286913.22000,4619725.92000,5365287.38000,5583848.07000,5814064.07000,6217354.75000,6450836.42000,6666698.72000,6810339.17000,6516037.66000,6376058.38000,6444380.78000,6504939.75000,6637390.72000,7063328.17000,8087748.33000,8076233.46000,7603453.51000,6797421.70000,5869414.76000,5112926.09000,2007-10-01
Sistema,Sistema,4699609.29000,4505641.80000,4452772.57000,4473779.55000,4724294.10000,5517888.69000,5760304.92000,5920982.88000,6278309.46000,6517879.68000,6763751.85000,6855931.03000,6580528.58000,6501965.40000,6622980.81000,6704511.99000,6692819.57000,6992317.47000,8168043.16000,8126132.61000,7696115.68000,6939755.37000,5983099.95000,5303451.17000,2007-10-02
Sistema,Sistema,4993925.59000,4843683.40000,4772103.46000,4809256.97000,5128084.00000,5722709.41000,5806265.22000,5983604.29000,6377011.51000,6585822.68000,6812234.62000,6912775.01000,6578042.59000,6528819.28000,6679756.86000,6687568.99000,6690149.59000,7074692.74000,8150299.68000,8151349.54000,7712031.55000,6923325.02000,5959458.72000,5171155.75000,2007-10-03
Sistema,Sistema,4930835.97000,4770942.93000,4706790.51000,4736794.27000,5024479.25000,5800613.85000,6009910.64000,6258717.60000,6588817.28000,6755451.03000,6932399.12000,7052925.65000,6773904.58000,6697826.45000,6855125.31000,6873124.44000,6831689.65000,7126948.18000,8274003.20000,8256636.36000,7681443.64000,6937408.92000,6027485.18000,5287109.20000,2007-10-04
Sistema,Sistema,4990561.84000,4832641.30000,4771319.24000,4803743.50000,5063593.65000,5786936.71000,6028039.64000,6300701.19000,6674410.26000,6829333.01000,7010836.69000,6970144.91000,6798777.99000,6805536.71000,6930098.54000,6938042.44000,6795920.45000,7091152.54000,8095807.10000,7999177.79000,7487697.34000,6823678.89000,6028348.78000,5355619.35000,2007-10-05
Sistema,Sistema,5117105.19000,4921584.05000,4836773.93000,4805543.60000,4982870.06000,5226070.01000,5450388.37000,5942489.67000,6330601.96000,6410716.14000,6495339.56000,6621939.09000,6499934.79000,6278865.48000,6071084.64000,6009001.66000,5959385.90000,6353341.18000,7559036.79000,7562089.47000,7132721.67000,6522009.21000,5825731.29000,5239536.82000,2007-10-06
Sistema,Sistema,4992141.77000,4777859.15000,4643392.86000,4579359.00000,4594401.18000,4575999.26000,4587010.85000,4870496.79000,5262404.59000,5481875.78000,5576902.76000,5667779.47000,5694818.72000,5614874.87000,5453440.23000,5315916.19000,5242928.41000,5543899.41000,6792511.48000,6978632.98000,6678158.55000,6072846.13000,5430989.85000,4834428.13000,2007-10-07
Sistema,Sistema,4623868.83000,4514783.84000,4431919.81000,4457986.60000,4743814.91000,5285760.23000,5662189.09000,6131138.01000,6424490.29000,6631652.81000,7038566.57000,7225450.86000,6980179.71000,6703987.79000,6666678.54000,6780841.89000,6901115.41000,7227231.39000,8174929.28000,8090534.66000,7631665.72000,6781399.98000,5881599.37000,5157205.68000,2007-10-08
Sistema,Sistema,5034353.65000,4792306.62000,4742706.99000,4757030.40000,4987306.07000,5460182.54000,5831226.90000,6144260.02000,6511750.50000,6760456.06000,7012274.51000,7157779.80000,6926342.82000,6799092.02000,6877818.66000,6913131.97000,6805344.78000,7118101.84000,8147725.46000,8010667.16000,7525898.25000,6727451.38000,5865732.73000,5122021.08000,2007-10-09
Sistema,Sistema,4714270.72000,4522950.65000,4429814.27000,4449719.25000,4718827.96000,5208174.82000,5577658.27000,6008812.68000,6425278.31000,6619772.98000,6862754.72000,6978883.29000,6716115.21000,6593250.30000,6708395.86000,6736472.35000,6769544.98000,7118447.06000,8279843.80000,8096105.90000,7640353.80000,6951068.15000,5973218.60000,5181850.72000,2007-10-10
Sistema,Sistema,4775081.18000,4584932.53000,4522014.06000,4563865.38000,4839875.61000,5282512.33000,5565492.00000,5965270.13000,6392217.54000,6593519.77000,6868340.28000,6970794.79000,6666460.82000,6580045.31000,6699133.02000,6789334.42000,6839867.53000,7293216.40000,8215472.64000,8045083.67000,7526805.83000,6837773.57000,5928333.88000,5127518.89000,2007-10-11
Sistema,Sistema,4748985.45000,4590950.07000,4526582.60000,4563771.02000,4793557.11000,5262852.75000,5591916.27000,6044815.14000,6482533.72000,6676085.13000,6859471.33000,6977347.92000,6808532.38000,6631922.56000,6737274.72000,6737519.89000,6729559.86000,7100555.02000,8126344.07000,7989949.87000,7480946.37000,6820157.33000,6060500.13000,5406435.87000,2007-10-12
Sistema,Sistema,5065889.94000,4800018.31000,4714910.66000,4700576.54000,4804178.05000,4993640.61000,5259499.75000,5700791.84000,6031679.39000,6303244.61000,6495012.11000,6557411.63000,6409729.50000,6205345.94000,6058414.22000,6033999.00000,6083157.51000,6603385.79000,7629752.06000,7472953.72000,7091645.15000,6494942.14000,5756494.33000,5162638.84000,2007-10-13
Sistema,Sistema,4853159.35000,4540872.12000,4384756.83000,4359359.07000,4360567.26000,4352312.18000,4324627.19000,4636414.97000,5061557.00000,5288252.33000,5412474.07000,5583387.00000,5562476.25000,5442572.33000,5297355.65000,5297975.12000,5341047.94000,5892727.42000,6782160.24000,6838273.76000,6518472.67000,5995671.53000,5400147.79000,4869536.22000,2007-10-14
Sistema,Sistema,4522306.06000,4357305.88000,4230357.11000,4152905.34000,4253552.85000,4331361.78000,4328360.83000,4630647.16000,5043344.80000,5366820.30000,5590944.39000,5721998.04000,5636207.77000,5489882.99000,5321669.50000,5242115.63000,5258167.40000,5837734.69000,7051840.69000,7160985.06000,6812675.53000,6141461.79000,5451610.88000,4958056.70000,2007-10-15
Sistema,Sistema,4671618.60000,4529355.45000,4474008.13000,4529215.68000,4886848.71000,5604035.44000,5714017.59000,5899186.43000,6295029.90000,6489546.94000,6698410.31000,6787214.74000,6559421.69000,6436593.92000,6585140.16000,6632600.77000,6688081.51000,7088115.35000,8173039.68000,8177764.47000,7720624.75000,6992552.34000,6049319.72000,5170765.94000,2007-10-16
Sistema,Sistema,4893059.86000,4798595.00000,4731500.96000,4752618.93000,5066467.68000,5798386.45000,5895549.65000,6048369.54000,6455216.35000,6631436.90000,6878950.88000,6967210.87000,6657352.12000,6567911.29000,6714460.50000,6758432.39000,6833184.62000,7333283.54000,8396823.59000,8285422.59000,7743552.09000,6972665.14000,6064228.53000,5333855.50000,2007-10-17
Sistema,Sistema,4939871.70000,4766976.84000,4699112.84000,4752466.33000,5091853.90000,5780727.23000,5880941.27000,6054546.37000,6444067.79000,6660798.70000,6882109.63000,6953241.76000,6661907.00000,6590181.42000,6710531.22000,6737123.94000,6830051.16000,7388553.57000,8247436.28000,8095355.33000,7574087.46000,6884347.33000,5938130.18000,5163654.31000,2007-10-18
Sistema,Sistema,4735524.58000,4610378.92000,4550033.12000,4539238.75000,4870231.62000,5621480.65000,5799210.03000,6048596.22000,6372456.49000,6564546.51000,6831265.87000,6913526.06000,6615417.50000,6482588.06000,6623340.43000,6563314.42000,6713229.00000,7127133.54000,8062946.76000,7931225.16000,7523386.55000,6876349.88000,6030728.78000,5275076.10000,2007-10-19
Sistema,Sistema,4890176.93000,4596551.79000,4516370.24000,4512348.81000,4675277.36000,4908734.29000,5120459.20000,5602540.35000,6048788.59000,6339693.73000,6465619.87000,6631010.23000,6511740.25000,6218010.48000,5969676.15000,5915210.54000,5930511.08000,6475659.36000,7587983.87000,7491407.00000,7095007.45000,6622060.56000,5931368.56000,5278162.79000,2007-10-20
Sistema,Sistema,4826538.39000,4648809.93000,4533131.53000,4469767.37000,4477003.20000,4529968.55000,4567762.60000,4659000.81000,4970547.86000,5219139.40000,5375260.68000,5503493.75000,5512751.05000,5313398.79000,5097681.79000,5023512.22000,5059832.15000,5726300.61000,6928704.17000,6999500.83000,6743016.71000,6023915.79000,5273276.39000,4683686.55000,2007-10-21
Sistema,Sistema,4638554.54000,4512529.51000,4437520.32000,4481104.86000,4803501.55000,5578872.59000,5853044.32000,5852639.68000,6227620.88000,6463841.68000,6760286.70000,6834460.06000,6565231.05000,6518957.68000,6605338.03000,6641289.01000,6646269.59000,7107103.76000,8222637.71000,8085137.47000,7630274.51000,6890451.71000,6092545.23000,5161734.99000,2007-10-22
Sistema,Sistema,4877704.31000,4759849.41000,4684126.80000,4685462.12000,5005865.32000,5657678.50000,5839847.69000,6014518.02000,6444704.74000,6611964.09000,6831677.93000,6958576.65000,6629872.84000,6499146.81000,6654941.52000,6701325.11000,6924474.41000,7454320.27000,8282324.30000,8159225.27000,7619453.90000,6898003.61000,5961590.68000,5325622.02000,2007-10-23
Sistema,Sistema,4985647.75000,4635146.60000,4530516.02000,4688277.98000,5105329.23000,5809678.83000,6020169.62000,6255139.14000,6426966.62000,6578635.01000,6790915.46000,6897060.57000,6587194.05000,6529238.52000,6616617.33000,6668734.79000,6732087.87000,7130538.15000,8169697.80000,8058521.88000,7610950.35000,6824512.56000,5858611.76000,5086094.49000,2007-10-24
Sistema,Sistema,4807526.93000,4675395.56000,4593820.81000,4585372.06000,4900271.46000,5691986.98000,5959327.01000,6123420.68000,6485134.22000,6672550.55000,6882895.94000,6993784.20000,6733014.64000,6529877.80000,6639625.23000,6731204.87000,6796228.39000,7249872.85000,8117731.70000,7968951.71000,7590606.09000,6891628.13000,6027321.30000,5314016.30000,2007-10-25
Sistema,Sistema,4892463.77000,4709317.79000,4618089.18000,4682142.36000,4931760.99000,5597161.31000,5933069.43000,6169605.28000,6587064.90000,6782715.57000,6913113.08000,7047933.12000,6842039.66000,6736190.28000,6855685.25000,6908910.72000,6952099.16000,7410484.80000,8167456.13000,7970627.50000,7504234.38000,6954309.81000,6177097.82000,5458062.08000,2007-10-26
Sistema,Sistema,4897632.47000,4691343.99000,4603221.74000,4633258.62000,4797953.55000,4952383.72000,5084136.00000,5602682.52000,6046759.16000,6357961.60000,6552112.26000,6641846.88000,6481982.19000,6230156.87000,6005821.17000,5911126.17000,5879043.58000,6356015.97000,7678651.74000,7607989.77000,7185194.23000,6408455.30000,5650957.86000,5024545.70000,2007-10-27
Sistema,Sistema,4678770.33000,4432514.81000,4337525.05000,4290339.39000,4341205.31000,4365472.37000,4419741.34000,4667354.25000,4902785.99000,5013132.49000,5140116.55000,5244664.24000,5221084.83000,5069921.19000,4905200.94000,4837477.28000,4985951.35000,5628820.84000,6849365.89000,6933637.94000,6610794.63000,5955527.16000,5208936.79000,4714765.00000,2007-10-28
Sistema,Sistema,4345574.99000,4236839.70000,4194659.80000,4240399.70000,4532044.48000,5265977.55000,5511491.85000,5830914.19000,6237056.28000,6455542.07000,6681089.34000,6796999.01000,6562965.16000,6474609.33000,6544648.23000,6605273.69000,6701070.22000,7192463.82000,8167270.37000,8082582.07000,7636454.26000,6815780.46000,5800812.06000,5135093.23000,2007-10-29
Sistema,Sistema,4668284.56000,4487852.32000,4403081.77000,4428767.20000,4745743.01000,5499524.28000,5811228.46000,5991453.41000,6361331.91000,6580956.35000,6824927.46000,7028618.43000,6669247.82000,6538270.32000,6672581.35000,6649223.76000,6732080.86000,7368223.52000,8255277.37000,8066269.96000,7637356.71000,6984422.09000,5923189.13000,5161783.00000,2007-10-30
Sistema,Sistema,4731257.20000,4567268.43000,4501220.64000,4536496.77000,4851800.01000,5539535.68000,5835785.91000,6014422.13000,6353275.73000,6564011.34000,6833812.61000,6884243.64000,6575184.93000,6402715.19000,6561359.43000,6594186.63000,6681347.55000,7199810.46000,7853396.28000,7598141.87000,7239559.91000,6769121.47000,5863412.04000,5060489.83000,2007-10-31
Sistema,Sistema,4711151.23000,4547690.48000,4385447.88000,4385474.21000,4692351.08000,5364444.46000,5666540.83000,5861576.38000,6203349.78000,6405693.34000,6624894.59000,6769870.81000,6524862.67000,6652122.70000,6783884.43000,6836995.74000,6876868.96000,7395713.17000,8182914.48000,8024993.30000,7500980.78000,6774879.21000,5917528.32000,5055222.45000,2007-11-01
Sistema,Sistema,4720922.69000,4580415.07000,4533345.67000,4569185.43000,4890526.21000,5541303.73000,5689762.27000,5938155.98000,6283748.98000,6467547.95000,6798785.32000,7001356.86000,6729169.42000,6628228.11000,6752191.61000,6758203.62000,6810855.42000,7275845.70000,8215185.21000,8056338.24000,7600837.62000,6989908.60000,5974692.35000,5427583.88000,2007-11-02
Sistema,Sistema,5009254.58000,4810142.62000,4689696.62000,4626310.55000,4761085.78000,4968805.28000,5211477.47000,5615132.64000,6126311.94000,6400044.88000,6582964.03000,6676332.13000,6585734.24000,6382307.03000,6205514.12000,6104515.69000,6103304.17000,6720714.07000,7701559.24000,7610113.57000,7236130.51000,6649506.84000,5898658.02000,5265619.78000,2007-11-03
Sistema,Sistema,4870977.19000,4686709.95000,4551800.08000,4490022.39000,4533088.50000,4539671.38000,4525001.57000,4819237.21000,5144453.51000,5381392.36000,5569457.71000,5665394.21000,5707634.82000,5540709.94000,5319245.76000,5222595.00000,5265729.31000,5912384.14000,7028288.02000,7001909.40000,6679535.15000,6194493.10000,5588433.39000,5029566.72000,2007-11-04
Sistema,Sistema,4673165.92000,4465102.16000,4349916.45000,4245656.19000,4345715.95000,4437446.09000,4483010.17000,4826808.10000,5282073.73000,5568096.83000,5812025.71000,5971471.64000,5919039.98000,5777150.17000,5606936.62000,5520996.15000,5569148.11000,6193397.38000,7374601.80000,7425935.41000,7032545.94000,6443263.24000,5578285.18000,5014706.55000,2007-11-05
Sistema,Sistema,4664481.16000,4524031.47000,4455246.93000,4527345.26000,4856940.67000,5545123.19000,5786413.76000,6006085.95000,6404708.66000,6663257.50000,6949729.30000,7091872.37000,6803542.53000,6753417.20000,6894319.15000,6955721.30000,7008852.47000,7487035.62000,8351625.42000,8281097.11000,7839851.23000,7140151.03000,6174692.08000,5353198.41000,2007-11-06
Sistema,Sistema,4940772.78000,4744678.07000,4707850.67000,4750860.71000,5086229.19000,5817545.53000,6057809.40000,6226527.21000,6585050.78000,6803200.99000,7083979.17000,7148449.80000,6869525.05000,6735906.67000,6819855.19000,6907637.13000,6985157.31000,7557930.06000,8377432.40000,8202913.94000,7768941.34000,7147284.69000,6160841.98000,5426022.32000,2007-11-07
Sistema,Sistema,4963721.42000,4825584.79000,4734452.44000,4754257.24000,5068634.19000,5830135.63000,6083608.77000,6247090.13000,6607814.03000,6819871.08000,7019672.67000,7142467.67000,6771677.87000,6619989.72000,6743305.68000,6773127.41000,6886549.11000,7528238.12000,8206093.23000,8089559.19000,7619200.68000,6955093.01000,6080809.36000,5326613.51000,2007-11-08
