date,aportes_kwh
2006-01-03,61142900.0
2006-01-04,79214300.0
2006-01-05,88597700.0
2006-01-06,94461100.0
2006-01-07,108657300.0
2006-01-08,112494400.0
2006-01-09,94557000.0
2006-01-10,86498700.0
2006-01-11,87764200.0
2006-01-12,83160200.0
2006-01-13,74247100.0
2006-01-14,65785500.0
2006-01-15,74290900.0
2006-01-16,70511700.0
2006-01-17,66102500.0
2006-01-18,68670800.0
2006-01-19,67291900.0
2006-01-20,57585000.0
2006-01-21,58336300.0
2006-01-22,53935400.0
2006-01-23,57463600.0
2006-01-24,58991300.0
2006-01-25,58849700.0
2006-01-26,53252400.0
2006-01-27,82678200.0
2006-01-28,75381400.0
2006-01-29,137833800.0
2006-01-30,81688900.0
2006-01-31,89446000.0
2006-02-01,92574700.0
2006-02-02,111215400.0
2006-02-03,145992300.0
2006-02-04,116591600.0
2006-02-05,90908700.0
2006-02-06,77668000.0
2006-02-07,66393600.0
2006-02-08,72276900.0
2006-02-09,62708000.0
2006-02-10,55334000.0
2006-02-11,55415700.0
2006-02-12,63232400.0
2006-02-13,55996700.0
2006-02-14,53014800.0
2006-02-15,51493600.0
2006-02-16,45488700.0
2006-02-17,51237100.0
2006-02-18,51364400.0
2006-02-19,50746200.0
2006-02-20,50540100.0
2006-02-21,50167500.0
2006-02-22,49690200.0
2006-02-23,45319000.0
2006-02-24,43406800.0
2006-02-25,44449400.0
2006-02-26,50416000.0
2006-02-27,64705800.0
2006-02-28,59917000.0
2006-03-01,47732300.0
2006-03-02,53955500.0
2006-03-03,48762700.0
2006-03-04,52549900.0
2006-03-05,55229600.0
2006-03-06,79366500.0
2006-03-07,147680400.0
2006-03-08,101659200.0
2006-03-09,152793900.0
2006-03-10,114814400.0
2006-03-11,93084600.0
2006-03-12,90305400.0
2006-03-13,87012000.0
2006-03-14,86938600.0
2006-03-15,91716200.0
2006-03-16,87115200.0
2006-03-17,130058300.0
2006-03-18,131595300.0
2006-03-19,115234200.0
2006-03-20,102444000.0
2006-03-21,122144800.0
2006-03-22,152047500.0
2006-03-23,153851100.0
2006-03-24,178170100.0
2006-03-25,164378600.0
2006-03-26,171770700.0
2006-03-27,144041400.0
2006-03-28,167514400.0
2006-03-29,118396700.0
2006-03-30,111046000.0
2006-03-31,106724800.0
2006-04-01,83276200.0
2006-04-02,84847100.0
2006-04-03,109002400.0
2006-04-04,122930500.0
2006-04-05,112838700.0
2006-04-06,186889800.0
2006-04-07,245296100.0
2006-04-08,198040800.0
2006-04-09,158351500.0
2006-04-10,131603700.0
2006-04-11,164284300.0
2006-04-12,184442200.0
2006-04-13,231461400.0
2006-04-14,255580600.0
2006-04-15,171777000.0
2006-04-16,157497000.0
2006-04-17,162958600.0
2006-04-18,217483500.0
2006-04-19,204908300.0
2006-04-20,201854000.0
2006-04-21,161937100.0
2006-04-22,129676100.0
2006-04-23,226330900.0
2006-04-24,173848000.0
2006-04-25,157020200.0
2006-04-26,255465500.0
2006-04-27,254155800.0
2006-04-28,195379500.0
2006-04-29,189636300.0
2006-04-30,258292200.0
2006-05-01,208984300.0
2006-05-02,228691300.0
2006-05-03,232204500.0
2006-05-04,266222800.0
2006-05-05,279967900.0
2006-05-06,280529100.0
2006-05-07,277254300.0
2006-05-08,248354400.0
2006-05-09,296665000.0
2006-05-10,344231700.0
2006-05-11,313688300.0
2006-05-12,270499700.0
2006-05-13,237424300.0
2006-05-14,192308700.0
2006-05-15,185379300.0
2006-05-16,185943500.0
2006-05-17,277953800.0
2006-05-18,224133400.0
2006-05-19,292297000.0
2006-05-20,204264400.0
2006-05-21,171947300.0
2006-05-22,166439100.0
2006-05-23,145130200.0
2006-05-24,169098200.0
2006-05-25,157643000.0
2006-05-26,225369400.0
2006-05-27,170711200.0
2006-05-28,172369800.0
2006-05-29,168901000.0
2006-05-30,137567200.0
2006-05-31,141182100.0
2006-06-01,249083200.0
2006-06-02,230734500.0
2006-06-03,283916400.0
2006-06-04,189666500.0
2006-06-05,209948700.0
2006-06-06,223416600.0
2006-06-07,241036100.0
2006-06-08,248144400.0
2006-06-09,216503000.0
2006-06-10,245966500.0
2006-06-11,210729700.0
2006-06-12,255099500.0
2006-06-13,217188100.0
2006-06-14,192569900.0
2006-06-15,229496500.0
2006-06-16,205808200.0
2006-06-17,171233900.0
2006-06-18,204259100.0
2006-06-19,184472800.0
2006-06-20,202968500.0
2006-06-21,257563000.0
2006-06-22,190360300.0
2006-06-23,174818900.0
2006-06-24,153132200.0
2006-06-25,137501700.0
2006-06-26,128199700.0
2006-06-27,188571700.0
2006-06-28,158088200.0
2006-06-29,166333400.0
2006-06-30,152418700.0
2006-07-01,194566200.0
2006-07-02,169168900.0
2006-07-03,197630800.0
2006-07-04,203534200.0
2006-07-05,155506600.0
2006-07-06,177239800.0
2006-07-07,160137200.0
2006-07-08,134567700.0
2006-07-09,130353500.0
2006-07-10,129784500.0
2006-07-11,125291800.0
2006-07-12,134094200.0
2006-07-13,148358600.0
2006-07-14,192455200.0
2006-07-15,208236600.0
2006-07-16,196563500.0
2006-07-17,144707700.0
2006-07-18,153846400.0
2006-07-19,158906000.0
2006-07-20,129147000.0
2006-07-21,151597600.0
2006-07-22,142346300.0
2006-07-23,151067600.0
2006-07-24,162959500.0
2006-07-25,129506100.0
2006-07-26,115159800.0
2006-07-27,136388500.0
2006-07-28,189490300.0
2006-07-29,130363100.0
2006-07-30,124249000.0
2006-07-31,133928200.0
2006-08-01,98876900.0
2006-08-02,137923500.0
2006-08-03,106420600.0
2006-08-04,95356500.0
2006-08-05,94665700.0
2006-08-06,90042000.0
2006-08-07,97490100.0
2006-08-08,137094000.0
2006-08-09,128813000.0
2006-08-10,91512500.0
2006-08-11,159012400.0
2006-08-12,113254500.0
2006-08-13,83751900.0
2006-08-14,80883600.0
2006-08-15,115380900.0
2006-08-16,129652300.0
2006-08-17,144748400.0
2006-08-18,180729000.0
2006-08-19,123228200.0
2006-08-20,116212400.0
2006-08-21,152374100.0
2006-08-22,104884900.0
2006-08-23,104949500.0
2006-08-24,118501000.0
2006-08-25,125272700.0
2006-08-26,150799400.0
2006-08-27,121082200.0
2006-08-28,119452700.0
2006-08-29,98474900.0
2006-08-30,119822100.0
2006-08-31,99818800.0
2006-09-01,99870800.0
2006-09-02,88192900.0
2006-09-03,87705300.0
2006-09-04,90212400.0
2006-09-05,89441900.0
2006-09-06,81908300.0
2006-09-07,107796600.0
2006-09-08,165408900.0
2006-09-09,116493900.0
2006-09-10,93934800.0
2006-09-11,137197100.0
2006-09-12,100630100.0
2006-09-13,148065200.0
2006-09-14,105105500.0
2006-09-15,112850000.0
2006-09-16,105696900.0
2006-09-17,100783500.0
2006-09-18,149886600.0
2006-09-19,142626100.0
2006-09-20,126279600.0
2006-09-21,130649100.0
2006-09-22,124302300.0
2006-09-23,93844400.0
2006-09-24,96738000.0
2006-09-25,91221600.0
2006-09-26,134718800.0
2006-09-27,84001600.0
2006-09-28,75765000.0
2006-09-29,85711200.0
2006-09-30,91656400.0
2006-10-01,103328900.0
2006-10-02,123632300.0
2006-10-03,86382000.0
2006-10-04,122222900.0
2006-10-05,124589000.0
2006-10-06,90895200.0
2006-10-07,84736700.0
2006-10-08,97160300.0
2006-10-09,115183500.0
2006-10-10,109807100.0
2006-10-11,142924300.0
2006-10-12,118631400.0
2006-10-13,155978000.0
2006-10-14,188372200.0
2006-10-15,262495300.0
2006-10-16,210991000.0
2006-10-17,177704700.0
2006-10-18,153085400.0
2006-10-19,177310600.0
2006-10-20,156600500.0
2006-10-21,179194400.0
2006-10-22,177326100.0
2006-10-23,192192100.0
2006-10-24,148678000.0
2006-10-25,182832900.0
2006-10-26,177621600.0
2006-10-27,154071000.0
2006-10-28,191929300.0
2006-10-29,200881600.0
2006-10-30,186312000.0
2006-10-31,241867600.0
2006-11-01,163006000.0
2006-11-02,119650400.0
2006-11-03,111696600.0
2006-11-04,102683700.0
2006-11-05,100661800.0
2006-11-06,105459000.0
2006-11-07,114307800.0
2006-11-08,160650200.0
2006-11-09,152483500.0
2006-11-10,131764600.0
2006-11-11,187820800.0
2006-11-12,227242600.0
2006-11-13,198063700.0
2006-11-14,244500000.0
2006-11-15,406477000.0
2006-11-16,314181600.0
2006-11-17,209596600.0
2006-11-18,181976800.0
2006-11-19,186051900.0
2006-11-20,190435000.0
2006-11-21,184291800.0
2006-11-22,166423800.0
2006-11-23,152254700.0
2006-11-24,167701000.0
2006-11-25,172781500.0
2006-11-26,164184500.0
2006-11-27,137332000.0
2006-11-28,147131600.0
2006-11-29,142399200.0
2006-11-30,116227700.0
2006-12-01,111048600.0
2006-12-02,108666600.0
2006-12-03,114124000.0
2006-12-04,99193900.0
2006-12-05,128306700.0
2006-12-06,140429800.0
2006-12-07,160804600.0
2006-12-08,121016400.0
2006-12-09,149040100.0
2006-12-10,130243800.0
2006-12-11,125050200.0
2006-12-12,159597700.0
2006-12-13,120287200.0
2006-12-14,109165900.0
2006-12-15,143990600.0
2006-12-16,108888300.0
2006-12-17,88601400.0
2006-12-18,97376900.0
2006-12-19,91686900.0
2006-12-20,112304700.0
2006-12-21,90334000.0
2006-12-22,95540800.0
2006-12-23,93874500.0
2006-12-24,80417500.0
2006-12-25,83802900.0
2006-12-26,102897400.0
2006-12-27,109449200.0
2006-12-28,94809100.0
2006-12-29,74309100.0
2006-12-30,73916100.0
2006-12-31,68517600.0
2007-01-01,59371200.0
2007-01-02,70427900.0
2007-01-03,62263500.0
2007-01-04,62285000.0
2007-01-05,65301600.0
2007-01-06,66151700.0
2007-01-07,61555100.0
2007-01-08,69489100.0
2007-01-09,81921700.0
2007-01-10,73605800.0
2007-01-11,58739000.0
2007-01-12,66614500.0
2007-01-13,66372000.0
2007-01-14,77170200.0
2007-01-15,64949600.0
2007-01-16,91489300.0
2007-01-17,110931500.0
2007-01-18,79671700.0
2007-01-19,86596100.0
2007-01-20,78537600.0
2007-01-21,83947500.0
2007-01-22,70957000.0
2007-01-23,71185900.0
2007-01-24,57903300.0
2007-01-25,84385800.0
2007-01-26,84653400.0
2007-01-27,82795100.0
2007-01-28,61802500.0
2007-01-29,53380200.0
2007-01-30,52485400.0
2007-01-31,52916300.0
2007-02-01,50951900.0
2007-02-02,45663200.0
2007-02-03,45890400.0
2007-02-04,42031300.0
2007-02-05,44428500.0
2007-02-06,40314300.0
2007-02-07,40860700.0
2007-02-08,41289000.0
2007-02-09,43929400.0
2007-02-10,45486200.0
2007-02-11,41722200.0
2007-02-12,39095800.0
2007-02-13,38839400.0
2007-02-14,40471800.0
2007-02-15,45380200.0
2007-02-16,52723300.0
2007-02-17,46494000.0
2007-02-18,41846500.0
2007-02-19,47960900.0
2007-02-20,44707400.0
2007-02-21,40634200.0
2007-02-22,39078200.0
2007-02-23,40417100.0
2007-02-24,36574400.0
2007-02-25,48798700.0
2007-02-26,53333100.0
2007-02-27,43220300.0
2007-02-28,40499300.0
2007-03-01,36449100.0
2007-03-02,34987700.0
2007-03-03,34959100.0
2007-03-04,62927600.0
2007-03-05,60440400.0
2007-03-06,47839000.0
2007-03-07,51094900.0
2007-03-08,84348700.0
2007-03-09,94900500.0
2007-03-10,60823300.0
2007-03-11,58033800.0
2007-03-12,47615700.0
2007-03-13,42485600.0
2007-03-14,54779900.0
2007-03-15,51957300.0
2007-03-16,61919200.0
2007-03-17,54859900.0
2007-03-18,61908100.0
2007-03-19,72792500.0
2007-03-20,66623300.0
2007-03-21,55169900.0
2007-03-22,76805800.0
2007-03-23,97691200.0
2007-03-24,81953000.0
2007-03-25,98571700.0
2007-03-26,86544100.0
2007-03-27,97934800.0
2007-03-28,100365700.0
2007-03-29,120092900.0
2007-03-30,108350400.0
2007-03-31,113044600.0
2007-04-01,92665800.0
2007-04-02,155936200.0
2007-04-03,146079900.0
2007-04-04,149354900.0
2007-04-05,144014200.0
2007-04-06,207015500.0
2007-04-07,232124100.0
2007-04-08,184160000.0
2007-04-09,220818800.0
2007-04-10,110196800.0
2007-04-11,95957100.0
2007-04-12,84302700.0
2007-04-13,76899400.0
2007-04-14,81249700.0
2007-04-15,77731500.0
2007-04-16,90636000.0
2007-04-17,75294700.0
2007-04-18,85601900.0
2007-04-19,92451700.0
2007-04-20,132504700.0
2007-04-21,174617000.0
2007-04-22,171250900.0
2007-04-23,138976200.0
2007-04-24,173409100.0
2007-04-25,188784000.0
2007-04-26,173646900.0
2007-04-27,165722900.0
2007-04-28,137930300.0
2007-04-29,219539500.0
2007-04-30,130077500.0
2007-05-01,142259100.0
2007-05-02,116780700.0
2007-05-03,200835300.0
2007-05-04,179955300.0
2007-05-05,152034100.0
2007-05-06,142248600.0
2007-05-07,162305700.0
2007-05-08,278942200.0
2007-05-09,191179200.0
2007-05-10,291442200.0
2007-05-11,156343700.0
2007-05-12,127043700.0
2007-05-13,140679700.0
2007-05-14,132287800.0
2007-05-15,126922900.0
2007-05-16,133733400.0
2007-05-17,169120000.0
2007-05-18,223298400.0
2007-05-19,196428600.0
2007-05-20,195513000.0
2007-05-21,240139000.0
2007-05-22,182622500.0
2007-05-23,159101100.0
2007-05-24,149725700.0
2007-05-25,185355200.0
2007-05-26,217656000.0
2007-05-27,176109900.0
2007-05-28,194651700.0
2007-05-29,241330800.0
2007-05-30,190752900.0
2007-05-31,205242500.0
2007-06-01,219355600.0
2007-06-02,205059100.0
2007-06-03,259603900.0
2007-06-04,192026900.0
2007-06-05,267201300.0
2007-06-06,182731500.0
2007-06-07,173867100.0
2007-06-08,149397300.0
2007-06-09,241182200.0
2007-06-10,162422800.0
2007-06-11,143080600.0
2007-06-12,135234200.0
2007-06-13,133263900.0
2007-06-14,152789500.0
2007-06-15,180121800.0
2007-06-16,184542700.0
2007-06-17,150549200.0
2007-06-18,149872500.0
2007-06-19,184300700.0
2007-06-20,182752900.0
2007-06-21,161436100.0
2007-06-22,230385800.0
2007-06-23,211450400.0
2007-06-24,241019800.0
2007-06-25,237036300.0
2007-06-26,372896100.0
2007-06-27,256460200.0
2007-06-28,227344400.0
2007-06-29,226262700.0
2007-06-30,211526600.0
2007-07-01,194266500.0
2007-07-02,200198500.0
2007-07-03,151615800.0
2007-07-04,127757700.0
2007-07-05,117439700.0
2007-07-06,120966900.0
2007-07-07,122578600.0
2007-07-08,149709200.0
2007-07-09,175996800.0
2007-07-10,177625500.0
2007-07-11,172124900.0
2007-07-12,141113200.0
2007-07-13,142670600.0
2007-07-14,130062500.0
2007-07-15,114393300.0
2007-07-16,142042200.0
2007-07-17,182227700.0
2007-07-18,141873400.0
2007-07-19,116048800.0
2007-07-20,120437800.0
2007-07-21,121891800.0
2007-07-22,145071800.0
2007-07-23,138922700.0
2007-07-24,176079800.0
2007-07-25,115385600.0
2007-07-26,104658100.0
2007-07-27,109193600.0
2007-07-28,137159500.0
2007-07-29,106810300.0
2007-07-30,83819300.0
2007-07-31,74015100.0
2007-08-01,92878100.0
2007-08-02,74485500.0
2007-08-03,95892200.0
2007-08-04,107174600.0
2007-08-05,146392500.0
2007-08-06,115160500.0
2007-08-07,94772300.0
2007-08-08,129808200.0
2007-08-09,122228800.0
2007-08-10,109877400.0
2007-08-11,163684000.0
2007-08-12,137294000.0
2007-08-13,147262100.0
2007-08-14,175959200.0
2007-08-15,160152200.0
2007-08-16,160426300.0
2007-08-17,163362100.0
2007-08-18,189596700.0
2007-08-19,155945700.0
2007-08-20,274734700.0
2007-08-21,192445800.0
2007-08-22,174836200.0
2007-08-23,136591900.0
2007-08-24,143010100.0
2007-08-25,180656200.0
2007-08-26,200036300.0
2007-08-27,165509300.0
2007-08-28,136850000.0
2007-08-29,225152100.0
2007-08-30,190391400.0
2007-08-31,178191700.0
2007-09-01,179193400.0
2007-09-02,133905300.0
2007-09-03,166184400.0
2007-09-04,151406100.0
2007-09-05,133087100.0
2007-09-06,127984600.0
2007-09-07,187442500.0
2007-09-08,136062600.0
2007-09-09,184723900.0
2007-09-10,128134100.0
2007-09-11,149768100.0
2007-09-12,132620700.0
2007-09-13,111638400.0
2007-09-14,136086200.0
2007-09-15,179812200.0
2007-09-16,149483800.0
2007-09-17,116487500.0
2007-09-18,115111000.0
2007-09-19,160870700.0
2007-09-20,142972300.0
2007-09-21,167540000.0
2007-09-22,144954100.0
2007-09-23,127342500.0
2007-09-24,124884000.0
2007-09-25,146636200.0
2007-09-26,140703200.0
2007-09-27,123946700.0
2007-09-28,153169300.0
2007-09-29,99186200.0
2007-09-30,105311800.0
2007-10-01,156024800.0
2007-10-02,109205700.0
2007-10-03,142056300.0
2007-10-04,143781500.0
2007-10-05,147042200.0
2007-10-06,125458600.0
2007-10-07,134778000.0
2007-10-08,178721000.0
2007-10-09,275145400.0
2007-10-10,188255600.0
2007-10-11,183579200.0
2007-10-12,169644500.0
2007-10-13,150262700.0
2007-10-14,193769600.0
2007-10-15,179623100.0
2007-10-16,160839500.0
2007-10-17,145169800.0
2007-10-18,291485900.0
2007-10-19,247335200.0
2007-10-20,248199400.0
2007-10-21,201023200.0
2007-10-22,197036300.0
2007-10-23,176094900.0
2007-10-24,165178200.0
2007-10-25,175360000.0
2007-10-26,223916400.0
2007-10-27,226534000.0
2007-10-28,248974500.0
2007-10-29,260210800.0
2007-10-30,211148000.0
2007-10-31,194089300.0
2007-11-01,217667200.0
2007-11-02,233348600.0
2007-11-03,193446200.0
2007-11-04,196333400.0
2007-11-05,182950800.0
2007-11-06,186503600.0
2007-11-07,171865900.0
2007-11-08,194698700.0
2007-11-09,240125300.0
2007-11-10,185321800.0
2007-11-11,196639600.0
2007-11-12,161936400.0
2007-11-13,160679700.0
2007-11-14,150479100.0
2007-11-15,136671400.0
2007-11-16,139771400.0
2007-11-17,222089500.0
2007-11-18,159364400.0
2007-11-19,123935100.0
2007-11-20,108542400.0
2007-11-21,110465600.0
2007-11-22,128789700.0
2007-11-23,161277100.0
2007-11-24,142314200.0
2007-11-25,135746800.0
2007-11-26,102278900.0
2007-11-27,108326500.0
2007-11-28,121178700.0
2007-11-29,109964700.0
2007-11-30,112217400.0
2007-12-01,112395400.0
2007-12-02,108860000.0
2007-12-03,114517500.0
2007-12-04,107978800.0
2007-12-05,95068000.0
2007-12-06,85259400.0
2007-12-07,95077400.0
2007-12-08,100923700.0
2007-12-09,102875800.0
2007-12-10,96572400.0
2007-12-11,105430600.0
2007-12-12,101674200.0
2007-12-13,106700500.0
2007-12-14,107202400.0
2007-12-15,105471500.0
2007-12-16,129541700.0
2007-12-17,147283300.0
2007-12-18,152742500.0
2007-12-19,151521000.0
2007-12-20,130532100.0
2007-12-21,118031300.0
2007-12-22,124947200.0
2007-12-23,196086700.0
2007-12-24,180143500.0
2007-12-25,143946000.0
2007-12-26,154327500.0
2007-12-27,153604400.0
2007-12-28,154875600.0
2007-12-29,127556100.0
2007-12-30,101854900.0
2007-12-31,90685100.0
2008-01-01,78840700.0
2008-01-02,81239400.0
2008-01-03,77681200.0
2008-01-04,75557500.0
2008-01-05,66150400.0
2008-01-06,91061900.0
2008-01-07,89734300.0
2008-01-08,75706400.0
2008-01-09,116671400.0
2008-01-10,125076100.0
2008-01-11,114852600.0
2008-01-12,92930300.0
2008-01-13,81827300.0
2008-01-14,93505100.0
2008-01-15,114984400.0
2008-01-16,99219600.0
2008-01-17,88665000.0
2008-01-18,86503500.0
2008-01-19,74769200.0
2008-01-20,70634300.0
2008-01-21,85666900.0
2008-01-22,71883100.0
2008-01-23,74896600.0
2008-01-24,71256800.0
2008-01-25,84433600.0
2008-01-26,81833100.0
2008-01-27,82994900.0
2008-01-28,71543200.0
2008-01-29,70566900.0
2008-01-30,66889500.0
2008-01-31,65888900.0
2008-02-01,67095100.0
2008-02-02,62948800.0
2008-02-03,62780000.0
2008-02-04,58121800.0
2008-02-05,54113600.0
2008-02-06,55402700.0
2008-02-07,65112900.0
2008-02-08,80449800.0
2008-02-09,71126900.0
2008-02-10,92630100.0
2008-02-11,67396100.0
2008-02-12,57677300.0
2008-02-13,99642800.0
2008-02-14,85734100.0
2008-02-15,81260200.0
2008-02-16,107802100.0
2008-02-17,96718500.0
2008-02-18,101961300.0
2008-02-19,129614700.0
2008-02-20,145047500.0
2008-02-21,154676500.0
2008-02-22,138141300.0
2008-02-23,114556700.0
2008-02-24,102256300.0
2008-02-25,89815600.0
2008-02-26,75607900.0
2008-02-27,77136100.0
2008-02-28,81063100.0
2008-02-29,75450800.0
2008-03-01,60479600.0
2008-03-02,62017200.0
2008-03-03,73348700.0
2008-03-04,102743400.0
2008-03-05,103129300.0
2008-03-06,106242600.0
2008-03-07,100836600.0
2008-03-08,85462200.0
2008-03-09,88249000.0
2008-03-10,86513500.0
2008-03-11,108369700.0
2008-03-12,105832700.0
2008-03-13,122959000.0
2008-03-14,165453300.0
2008-03-15,150654700.0
2008-03-16,98404200.0
2008-03-17,93094300.0
2008-03-18,85498400.0
2008-03-19,79760300.0
2008-03-20,71748400.0
2008-03-21,75931000.0
2008-03-22,88361900.0
2008-03-23,96363000.0
2008-03-24,111976400.0
2008-03-25,83257000.0
2008-03-26,80264100.0
2008-03-27,74542300.0
2008-03-28,78202100.0
2008-03-29,77390200.0
2008-03-30,86784100.0
2008-03-31,110310600.0
2008-04-01,116476600.0
2008-04-02,102456600.0
2008-04-03,102839700.0
2008-04-04,91234700.0
2008-04-05,110140900.0
2008-04-06,90753000.0
2008-04-07,88428100.0
2008-04-08,89273300.0
2008-04-09,101102200.0
2008-04-10,88635000.0
2008-04-11,83737100.0
2008-04-12,88420600.0
2008-04-13,108164600.0
2008-04-14,118229800.0
2008-04-15,116921500.0
2008-04-16,100335700.0
2008-04-17,77470100.0
2008-04-18,73133900.0
2008-04-19,77314600.0
2008-04-20,88608600.0
2008-04-21,90480200.0
2008-04-22,73776600.0
2008-04-23,120419400.0
2008-04-24,129852700.0
2008-04-25,148929600.0
2008-04-26,177622600.0
2008-04-27,195199500.0
2008-04-28,132891400.0
2008-04-29,129253000.0
2008-04-30,124252600.0
2008-05-01,129544100.0
2008-05-02,176153400.0
2008-05-03,185866500.0
2008-05-04,151428900.0
2008-05-05,167932300.0
2008-05-06,155356600.0
2008-05-07,125691800.0
2008-05-08,127604700.0
2008-05-09,171384900.0
2008-05-10,113848900.0
2008-05-11,97500900.0
2008-05-12,93199900.0
2008-05-13,82255200.0
2008-05-14,88020300.0
2008-05-15,110243500.0
2008-05-16,144617600.0
2008-05-17,105452500.0
2008-05-18,117672500.0
2008-05-19,166546800.0
2008-05-20,219576800.0
2008-05-21,261700900.0
2008-05-22,206171900.0
2008-05-23,222265900.0
2008-05-24,268147200.0
2008-05-25,333586300.0
2008-05-26,303691500.0
2008-05-27,282335700.0
2008-05-28,307155500.0
2008-05-29,321194900.0
2008-05-30,210737800.0
2008-05-31,204836300.0
2008-06-01,222978300.0
2008-06-02,232940000.0
2008-06-03,263290400.0
2008-06-04,177077600.0
2008-06-05,184936700.0
2008-06-06,187298500.0
2008-06-07,290755000.0
2008-06-08,304155500.0
2008-06-09,214510800.0
2008-06-10,244731900.0
2008-06-11,227163600.0
2008-06-12,168736600.0
2008-06-13,155085600.0
2008-06-14,155468300.0
2008-06-15,178343100.0
2008-06-16,199515900.0
2008-06-17,230975600.0
2008-06-18,231652600.0
2008-06-19,170907700.0
2008-06-20,147919400.0
2008-06-21,161473400.0
2008-06-22,192676800.0
2008-06-23,214214300.0
2008-06-24,293361400.0
2008-06-25,371048400.0
2008-06-26,217174700.0
2008-06-27,219553500.0
2008-06-28,282471800.0
2008-06-29,273992200.0
2008-06-30,226311500.0
2008-07-01,213490600.0
2008-07-02,236848700.0
2008-07-03,307802200.0
2008-07-04,355743100.0
2008-07-05,234402900.0
2008-07-06,182549100.0
2008-07-07,178766100.0
2008-07-08,238011000.0
2008-07-09,324567900.0
2008-07-10,297085400.0
2008-07-11,233507400.0
2008-07-12,233060700.0
2008-07-13,201858000.0
2008-07-14,250079500.0
2008-07-15,260821400.0
2008-07-16,276723800.0
2008-07-17,237930700.0
2008-07-18,236405300.0
2008-07-19,291743500.0
2008-07-20,207040100.0
2008-07-21,192145500.0
2008-07-22,187614500.0
2008-07-23,156348900.0
2008-07-24,149146300.0
2008-07-25,193996000.0
2008-07-26,249345300.0
2008-07-27,193538000.0
2008-07-28,297515400.0
2008-07-29,240571400.0
2008-07-30,206143500.0
2008-07-31,227418100.0
2008-08-01,156917400.0
2008-08-02,171867400.0
2008-08-03,150249200.0
2008-08-04,135727700.0
2008-08-05,158362400.0
2008-08-06,170619300.0
2008-08-07,124333400.0
2008-08-08,114210900.0
2008-08-09,107467400.0
2008-08-10,113733700.0
2008-08-11,279326900.0
2008-08-12,152281900.0
2008-08-13,137569700.0
2008-08-14,176086300.0
2008-08-15,198655900.0
2008-08-16,189479900.0
2008-08-17,149601300.0
2008-08-18,200341100.0
2008-08-19,230358700.0
2008-08-20,168958600.0
2008-08-21,150561400.0
2008-08-22,214151400.0
2008-08-23,208037200.0
2008-08-24,260652700.0
2008-08-25,240548900.0
2008-08-26,224716200.0
2008-08-27,185923300.0
2008-08-28,182884100.0
2008-08-29,183172300.0
2008-08-30,279257700.0
2008-08-31,215964100.0
2008-09-01,225206000.0
2008-09-02,201833100.0
2008-09-03,215765000.0
2008-09-04,191491700.0
2008-09-05,188553700.0
2008-09-06,154138400.0
2008-09-07,172800900.0
2008-09-08,135929100.0
2008-09-09,163427700.0
2008-09-10,133678700.0
2008-09-11,121332200.0
2008-09-12,108758700.0
2008-09-13,113253300.0
2008-09-14,126480200.0
2008-09-15,209364600.0
2008-09-16,147904500.0
2008-09-17,124489300.0
2008-09-18,110198800.0
2008-09-19,119754900.0
2008-09-20,122481800.0
2008-09-21,139417900.0
2008-09-22,162254600.0
2008-09-23,200698800.0
2008-09-24,141211100.0
2008-09-25,128808000.0
2008-09-26,122360200.0
2008-09-27,163113000.0
2008-09-28,172929200.0
2008-09-29,179284500.0
2008-09-30,148210000.0
2008-10-01,236744900.0
2008-10-02,133495300.0
2008-10-03,163693700.0
2008-10-04,132517000.0
2008-10-05,142123300.0
2008-10-06,163301500.0
2008-10-07,166461300.0
2008-10-08,138222400.0
2008-10-09,161409700.0
2008-10-10,215994100.0
2008-10-11,182323900.0
2008-10-12,266086200.0
2008-10-13,213030600.0
2008-10-14,229855400.0
2008-10-15,187528400.0
2008-10-16,185926200.0
2008-10-17,209768100.0
2008-10-18,174280200.0
2008-10-19,220417500.0
2008-10-20,173442800.0
2008-10-21,180521000.0
2008-10-22,214863500.0
2008-10-23,140080400.0
2008-10-24,161166100.0
2008-10-25,133581500.0
2008-10-26,118467000.0
2008-10-27,135634000.0
2008-10-28,194377000.0
2008-10-29,170380600.0
2008-10-30,143958300.0
2008-10-31,126941600.0
2008-11-01,207043100.0
2008-11-02,259848800.0
2008-11-03,286306600.0
2008-11-04,369789500.0
2008-11-05,253753900.0
2008-11-06,263211900.0
2008-11-07,168199900.0
2008-11-08,160574400.0
2008-11-09,146911400.0
2008-11-10,121942600.0
2008-11-11,128799300.0
2008-11-12,133561200.0
2008-11-13,151825800.0
2008-11-14,174416800.0
2008-11-15,209703800.0
2008-11-16,214633000.0
2008-11-17,194055200.0
2008-11-18,196999300.0
2008-11-19,229054500.0
2008-11-20,309356800.0
2008-11-21,341664300.0
2008-11-22,230732400.0
2008-11-23,209837000.0
2008-11-24,264700200.0
2008-11-25,231344900.0
2008-11-26,325162300.0
2008-11-27,246299800.0
2008-11-28,298577900.0
2008-11-29,336780200.0
2008-11-30,238730700.0
2008-12-01,222016300.0
2008-12-02,225738000.0
2008-12-03,190105800.0
2008-12-04,172121500.0
2008-12-05,155181800.0
2008-12-06,138336700.0
2008-12-07,149056200.0
2008-12-08,153091400.0
2008-12-09,125985700.0
2008-12-10,110879900.0
2008-12-11,107135700.0
2008-12-12,128006000.0
2008-12-13,118282900.0
